timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,symbol
3/23/2023,220.44,225.25,220.26,222.59,222.59,6427712,0,1,V
3/22/2023,222.5,224.9,219.92,220.04,220.04,6700556,0,1,V
3/21/2023,221.34,222.505,218.68,221.95,221.95,8971367,0,1,V
3/20/2023,217,220.545,216.84,218.15,218.15,9817486,0,1,V
3/17/2023,214.87,218.66,214.87,217.39,217.39,18801184,0,1,V
3/16/2023,215.17,217.58,208.76,217.45,217.45,13677052,0,1,V
3/15/2023,214.41,216.91,213.67,216.37,216.37,8372233,0,1,V
3/14/2023,218,219.87,216.04,218.66,218.66,7985583,0,1,V
3/13/2023,214.63,217.85,212.5,214.47,214.47,6810947,0,1,V
3/10/2023,219.03,219.12,215.48,216.14,216.14,6639144,0,1,V
3/9/2023,221.4,224.37,219.66,220.01,220.01,5066656,0,1,V
3/8/2023,221.96,222.93,221.18,222.19,222.19,4195134,0,1,V
3/7/2023,226.75,227.38,223.08,223.17,223.17,4386798,0,1,V
3/6/2023,223.93,227.415,223.69,226.75,226.75,5737589,0,1,V
3/3/2023,220.2,224.015,219.9,223.77,223.77,6055410,0,1,V
3/2/2023,217.89,219.6,217.09,219.06,219.06,5539467,0,1,V
3/1/2023,219.46,220.27,216.43,218.36,218.36,4792656,0,1,V
2/28/2023,220,221.7731,219.5,219.94,219.94,5385356,0,1,V
2/27/2023,220.73,221.44,219.341,220.35,220.35,4255459,0,1,V
2/24/2023,218.48,220.24,217.46,219.55,219.55,4414363,0,1,V
2/23/2023,221.56,222.09,218.9301,221.13,221.13,5533847,0,1,V
2/22/2023,220.41,221.75,219.45,220.02,220.02,4621995,0,1,V
2/21/2023,220.16,222.44,219.99,220.62,220.62,7276091,0,1,V
2/17/2023,224.18,224.7719,221.74,223.56,223.56,4520303,0,1,V
2/16/2023,226.07,228.36,225.67,225.83,225.83,3865852,0,1,V
2/15/2023,227.59,229.07,226.8,228.92,228.92,4407545,0,1,V
2/14/2023,228.67,231.42,227.17,229.39,229.39,4829396,0,1,V
2/13/2023,226.88,229.83,226.27,228.88,228.88,4946705,0,1,V
2/10/2023,228.96,229.91,226.16,227.2,227.2,4509889,0,1,V
2/9/2023,232.41,232.475,229.125,229.35,229.35,5238412,0.45,1,V
2/8/2023,230.34,231.86,229.99,230.2,229.7492167,4978585,0,1,V
2/7/2023,228.02,232.13,227.95,231.32,230.8670235,4042815,0,1,V
2/6/2023,228.7,230.26,228.035,229.44,228.990705,3402356,0,1,V
2/3/2023,228.69,230.86,227.64,230.13,229.6793538,5243645,0,1,V
2/2/2023,233.96,234.3,228.37,229.56,229.11047,7189990,0,1,V
2/1/2023,229.37,232.66,227.8,230.9,230.447846,5792650,0,1,V
1/31/2023,228.81,230.8,228.445,230.21,229.7591971,11294209,0,1,V
1/30/2023,230.2,230.42,227.93,229.1,228.6513708,5677404,0,1,V
1/27/2023,228,232.84,227.25,231.44,230.9867885,11382643,0,1,V
1/26/2023,226,227.08,223.67,224.71,224.2699674,7043444,0,1,V
1/25/2023,221.62,224.97,221.17,224.9,224.4595953,4729630,0,1,V
1/24/2023,222.02,230,216.63,223.89,223.4515731,5274900,0,1,V
1/23/2023,224.6,226.2,223.1538,224.18,223.7410052,5501462,0,1,V
1/20/2023,221.14,224.43,220.41,224.31,223.8707507,5210962,0,1,V
1/19/2023,218.1,221.52,217.5,220.41,219.9783877,4853085,0,1,V
1/18/2023,224.08,224.99,219.44,219.46,219.030248,6558014,0,1,V
1/17/2023,222.38,224.4,222.37,223,222.5633159,6101118,0,1,V
1/13/2023,221.91,223.755,220.14,223.06,222.6231984,4283182,0,1,V
1/12/2023,222.1,223.81,220.61,223.62,223.1821018,4264404,0,1,V
1/11/2023,221.29,222.18,219.7,222.1,221.6650783,5408193,0,1,V
1/10/2023,218.99,222.39,218.18,221.09,220.6570561,10857022,0,1,V
1/9/2023,219.07,222.21,218.35,218.6,218.1719321,6294533,0,1,V
1/6/2023,214,218.14,213.09,217.75,217.3235966,6829695,0,1,V
1/5/2023,213.8,214.16,210.46,211.11,210.6965992,5246222,0,1,V
1/4/2023,209.62,213.2,209.62,212.61,212.1936619,6606249,0,1,V
1/3/2023,209.28,212.325,206.16,207.39,206.9838838,4202971,0,1,V
12/30/2022,206.31,208.04,205.7,207.76,207.3531593,4159463,0,1,V
12/29/2022,205.95,208.53,205.5,208.06,207.6525718,3675605,0,1,V
12/28/2022,206.68,208.53,204.8,204.99,204.5885836,3139186,0,1,V
12/27/2022,205.92,206.88,204.6,206.29,205.8860379,2904905,0,1,V
12/23/2022,204.13,206.24,203.5154,205.83,205.4269386,3246162,0,1,V
12/22/2022,205.75,206.65,202.13,205.06,204.6584465,5690926,0,1,V
12/21/2022,206.57,207.96,205.58,206.81,206.4050196,4086940,0,1,V
12/20/2022,203.88,206.53,203.55,205.36,204.957859,5024855,0,1,V
12/19/2022,206.63,207.47,203.95,204.82,204.4189164,4893648,0,1,V
12/16/2022,207.49,208.404,205.3,206.89,206.4848629,12473052,0,1,V
12/15/2022,209.6,211.82,206.82,207.91,207.5028655,10833163,0,1,V
12/14/2022,212.85,216.2835,211.63,213.32,212.9022715,7001704,0,1,V
12/13/2022,219.54,219.98,212.62,213.04,212.6228198,14585020,0,1,V
12/12/2022,210,214.815,209.47,214.59,214.1697846,5941732,0,1,V
5/5/2023,150.3,152.01,149.83,151.77,151.77,4845491,0,1,WMT
5/4/2023,150.55,150.99,149.49,150.47,150.47,4670446,0.57,1,WMT
5/3/2023,151.56,152.1,150.27,150.62,150.051585,4111451,0,1,WMT
5/2/2023,151.47,151.49,149.46,151.18,150.6094717,3776718,0,1,WMT
5/1/2023,151.04,152.54,150.93,151.59,151.0179244,3803383,0,1,WMT
4/28/2023,151.29,152.17,150.18,150.97,150.4002642,4696193,0,1,WMT
4/27/2023,150.78,151.94,150.78,151.38,150.8087169,4286990,0,1,WMT
4/26/2023,150.98,151.41,150.22,150.91,150.3404906,4163607,0,1,WMT
4/25/2023,153.29,153.75,151.33,151.57,150.9979999,5748866,0,1,WMT
4/24/2023,151.71,152.95,151.71,152.76,152.183509,4526502,0,1,WMT
4/21/2023,151.96,152.3,151.175,151.73,151.1573961,8445244,0,1,WMT
4/20/2023,150.21,151.39,149.6,150.97,150.4002642,4547325,0,1,WMT
4/19/2023,150.84,151.41,149.77,150.01,149.443887,4144515,0,1,WMT
4/18/2023,149.78,150.34,149.44,149.85,149.2844909,4494317,0,1,WMT
4/17/2023,148.64,149.67,148.5,149.52,148.9557362,5158480,0,1,WMT
4/14/2023,149.03,149.89,148.145,148.48,147.919661,3488507,0,1,WMT
4/13/2023,149.65,150,148.2,149.49,148.9258494,4424230,0,1,WMT
4/12/2023,149.79,150.97,149.17,149.34,148.7764155,3736566,0,1,WMT
4/11/2023,151,151,149.62,150.07,149.5036606,6123476,0,1,WMT
4/10/2023,150.36,151.12,149.77,150.51,149.9420001,4839699,0,1,WMT
4/6/2023,148.8,151.0376,148.52,150.8,150.2309057,5963871,0,1,WMT
4/5/2023,147.17,149.88,147.14,149.67,149.1051702,8846897,0,1,WMT
4/4/2023,148.53,148.79,147.02,147.23,146.6743783,6037887,0,1,WMT
4/3/2023,147.73,148.95,147.5,148.69,148.1288685,6588882,0,1,WMT
3/31/2023,146.58,148.44,146.47,147.45,146.8935481,6955996,0,1,WMT
3/30/2023,145.5,146.6,145.02,145.67,145.1202655,7292999,0,1,WMT
3/29/2023,144.37,144.96,143.45,144.23,143.6856998,8072466,0,1,WMT
3/28/2023,143.65,144.41,143.05,143.61,143.0680396,7094282,0,1,WMT
3/27/2023,142.79,144.975,142.78,144.17,143.6259262,8925172,0,1,WMT
3/24/2023,141.01,142.47,140.6,141.8,141.2648702,7584272,0,1,WMT
3/23/2023,140.2,141.61,139.49,140.65,140.1192101,7348067,0,1,WMT
3/22/2023,140.64,141.22,139.46,139.52,138.9934746,6182807,0,1,WMT
3/21/2023,141.39,141.39,139.53,140.42,139.8900781,6337781,0,1,WMT
3/20/2023,140.1,141.92,139.81,140.9,140.3682667,11309529,0,1,WMT
3/17/2023,138.19,139.49,137.59,139.4,138.8739274,14360402,0,1,WMT
3/16/2023,139.43,139.65,137.88,138.28,137.7581541,9637470,0.57,1,WMT
3/15/2023,136.89,139.81,136.71,139.64,138.541942,11044539,0,1,WMT
3/14/2023,137.69,138.27,137,138.1,137.0140518,8514220,0,1,WMT
3/13/2023,136.68,138.5,136.58,137.37,136.2897921,9380690,0,1,WMT
3/10/2023,137.02,138.28,136.09,136.97,135.8929375,6688361,0,1,WMT
3/9/2023,138.83,138.98,136.92,137.17,136.0913648,5138563,0,1,WMT
3/8/2023,138.56,138.92,137.28,138.1,137.0140518,6363574,0,1,WMT
3/7/2023,141.18,141.68,138.79,139.25,138.1550087,5795838,0,1,WMT
3/6/2023,140.5,140.98,140.02,140.65,139.5439998,5573612,0,1,WMT
3/3/2023,141.04,141.19,139.77,140.67,139.5638426,5629559,0,1,WMT
3/2/2023,139.84,140.74,139.5,140.5,139.3951794,4929515,0,1,WMT
3/1/2023,141.06,141.28,139.3701,140.15,139.0479316,4726732,0,1,WMT
2/28/2023,141,142.65,140.95,142.13,141.0123619,6018036,0,1,WMT
2/27/2023,142.71,143.09,140.66,141.44,140.3277877,5549099,0,1,WMT
2/24/2023,140.84,142.74,139.53,142.47,141.3496883,6874531,0,1,WMT
2/23/2023,144.37,144.37,140.71,142.09,140.9726764,7340419,0,1,WMT
2/22/2023,146.77,147.57,142.76,144.24,143.1057699,9947985,0,1,WMT
2/21/2023,142.88,148.34,142.15,147.33,146.1714717,18131279,0,1,WMT
2/17/2023,145.11,146.69,144.57,146.44,145.2884702,8256940,0,1,WMT
2/16/2023,145.48,145.99,144.18,144.27,143.135534,5437386,0,1,WMT
2/15/2023,144.96,146.6,144.56,146.57,145.417448,4892684,0,1,WMT
2/14/2023,145.73,147.1307,144.56,145.49,144.3459405,4610630,0,1,WMT
2/13/2023,144.71,146.12,144.51,145.91,144.7626379,5338635,0,1,WMT
2/10/2023,143.09,143.94,142.17,143.72,142.5898589,5000947,0,1,WMT
2/9/2023,140.87,141.94,140.568,141.52,140.4071586,4354979,0,1,WMT
2/8/2023,140.33,141.1,139.985,140.22,139.1173811,3897058,0,1,WMT
2/7/2023,139.77,141.3,138.69,140.98,139.8714049,5447116,0,1,WMT
2/6/2023,141.82,142.1,140.03,140.68,139.5737639,5817971,0,1,WMT
2/3/2023,143.36,143.96,140.86,141.71,140.5956645,5718501,0,1,WMT
2/2/2023,144.41,144.86,142.9356,143.62,142.4906453,5935591,0,1,WMT
2/1/2023,143.66,145.61,142.7,144.67,143.5323886,4283059,0,1,WMT
1/31/2023,142.32,143.88,141.66,143.87,142.7386794,4701157,0,1,WMT
1/30/2023,142.12,142.45,141.27,142.15,141.0322046,5299156,0,1,WMT
1/27/2023,142.6,144.47,141.75,143.3,142.1731616,6137582,0,1,WMT
1/26/2023,143.03,143.75,141.76,142.21,141.0917328,5273032,0,1,WMT
1/25/2023,142.24,142.835,140.39,142.34,141.2207105,4163912,0,1,WMT
1/24/2023,146.55,146.55,141,143.02,141.8953634,4556400,0,1,WMT
1/23/2023,140.46,143.01,140.2,142.64,141.5183515,4383271,0,1,WMT
1/20/2023,139.4,140.78,138.17,140.54,139.4348648,9847661,0,1,WMT
1/19/2023,141.39,141.525,138.79,138.83,137.7383114,5780700,0,1,WMT
1/18/2023,144.2,144.25,140.475,140.84,139.7325058,7558141,0,1,WMT
1/17/2023,145.29,145.71,144.195,144.41,143.2744331,5040811,0,1,WMT
1/13/2023,145.53,145.82,143.8601,145.29,144.1475132,4566729,0,1,WMT
1/12/2023,146.41,146.42,144.39,144.81,143.6712877,4157593,0,1,WMT
1/11/2023,145.74,146.18,144.73,146.13,144.9809079,4944866,0,1,WMT
1/10/2023,144.94,145.45,143.73,144.86,143.7208945,3990219,0,1,WMT
1/9/2023,146.32,147.86,144.8,144.95,143.8101868,5918873,0,1,WMT
1/6/2023,144.6,147.55,144.24,146.78,145.6257966,7077269,0,1,WMT
1/5/2023,143.46,144.13,142.65,143.27,142.1433975,4424807,0,1,WMT
1/4/2023,143.42,144.05,142.07,143.76,142.6295444,4446303,0,1,WMT
1/3/2023,142.55,143.71,142.09,143.6,142.4708025,5749895,0,1,WMT
12/30/2022,141.56,141.9925,140.81,141.79,140.6750355,3835316,0,1,WMT
12/29/2022,142.14,143.02,141.75,142.15,141.0322046,3057412,0,1,WMT
12/28/2022,143.47,143.67,140.91,141.29,140.1789672,5082062,0,1,WMT
12/27/2022,144.04,144.45,143.19,143.81,142.6791512,3348406,0,1,WMT
12/23/2022,143.05,143.8,142.28,143.77,142.6394658,3182568,0,1,WMT
12/22/2022,144.77,144.98,141.93,143.48,142.3517462,4362066,0,1,WMT
12/21/2022,144.32,145.94,144.26,145.18,144.0383782,4575507,0,1,WMT
12/20/2022,142.92,144.64,142.25,144.05,142.917264,5669767,0,1,WMT
12/19/2022,143.01,143.56,141.7273,142.8,141.6770933,5022485,0,1,WMT
12/16/2022,144.48,144.72,142.57,142.75,141.6274865,13447742,0,1,WMT
12/15/2022,145.58,146.42,143.63,145.36,144.2169628,5839323,0,1,WMT
12/14/2022,147.09,148.53,145.96,146.67,145.5166616,6778208,0,1,WMT
12/13/2022,150,150.2,146.74,147.49,146.3302136,7802889,0,1,WMT
12/12/2022,145.9,148.1,145.56,148.02,146.8560459,6477443,0,1,WMT
5/5/2023,428.1,431.27,424.56,427.81,427.81,2753370,0,1,LLY
5/4/2023,431.45,432.7,425.22,428.44,428.44,4070697,0,1,LLY
5/3/2023,415.03,434.2,414.31,431.19,431.19,10129759,0,1,LLY
5/2/2023,407,411.54,399.26,404.2,404.2,3884642,0,1,LLY
5/1/2023,397.26,407.35,392.255,405.81,405.81,4091129,0,1,LLY
4/28/2023,398,404.3131,392.505,395.86,395.86,5350064,0,1,LLY
4/27/2023,391.26,398.53,380.771,390.35,390.35,4981319,0,1,LLY
4/26/2023,381.12,381.5,370.68,376.27,376.27,3129790,0,1,LLY
4/25/2023,385.05,390.48,384,384.84,384.84,2648590,0,1,LLY
4/24/2023,385.24,387.05,381.625,383.35,383.35,2059833,0,1,LLY
4/21/2023,378.01,386.27,378,385.24,385.24,3682470,0,1,LLY
4/20/2023,371.39,376.06,369.755,374.81,374.81,2766506,0,1,LLY
4/19/2023,370.55,371.28,367.35,370.47,370.47,2173205,0,1,LLY
4/18/2023,373,374.26,369.66,369.91,369.91,1925398,0,1,LLY
4/17/2023,375,375.895,371.16,372.35,372.35,2059058,0,1,LLY
4/14/2023,374.24,376.31,372.51,374.73,374.73,2287924,0,1,LLY
4/13/2023,372.62,375.56,370.31,375.15,375.15,2839943,0,1,LLY
4/12/2023,364.02,372.44,363.33,369.05,369.05,2672766,0,1,LLY
4/11/2023,367.76,368.8,363.59,364.04,364.04,2026953,0,1,LLY
4/10/2023,368.18,368.345,363.038,367,367,1868149,0,1,LLY
4/6/2023,364.85,369.5,364.25,368.29,368.29,3531707,0,1,LLY
4/5/2023,358.08,364.85,357.93,362.24,362.24,3442690,0,1,LLY
4/4/2023,352.07,359,351.27,354.62,354.62,3585862,0,1,LLY
4/3/2023,343.24,351.535,342.3,350.74,350.74,3039568,0,1,LLY
3/31/2023,342,343.65,340.69,343.42,343.42,2933578,0,1,LLY
3/30/2023,336.07,341.31,336.07,340.69,340.69,2146899,0,1,LLY
3/29/2023,339,339.77,334.58,335.87,335.87,2743787,0,1,LLY
3/28/2023,335.8,338.83,334.715,337.65,337.65,2433281,0,1,LLY
3/27/2023,327.8,336.22,323.26,334.6,334.6,3102495,0,1,LLY
3/24/2023,332.99,336.93,328.77,336.13,336.13,2792171,0,1,LLY
3/23/2023,330.89,335.34,330.21,332.64,332.64,2703482,0,1,LLY
3/22/2023,331.77,335.6,330.65,330.97,330.97,2472342,0,1,LLY
3/21/2023,334.39,334.44,328.0763,331.08,331.08,3240628,0,1,LLY
3/20/2023,329.18,333.94,329.0125,333.6,333.6,3540866,0,1,LLY
3/17/2023,331.5,334.9457,328.1,329.18,329.18,8679808,0,1,LLY
3/16/2023,327.64,331.6999,325.04,329.53,329.53,3498500,0,1,LLY
3/15/2023,326,331.36,324.5,329.47,329.47,4743547,0,1,LLY
3/14/2023,324.05,327.28,321.44,327.07,327.07,4214331,0,1,LLY
3/13/2023,317.24,331.8,317.24,324.49,324.49,5275659,0,1,LLY
3/10/2023,318.85,326.53,314.34,315.02,315.02,4597335,0,1,LLY
3/9/2023,312.31,318.7699,312.31,316.85,316.85,3920329,0,1,LLY
3/8/2023,310.5,313.03,309.32,312.54,312.54,2313238,0,1,LLY
3/7/2023,319,320.35,309.6,310.63,310.63,2620827,0,1,LLY
3/6/2023,316.94,320.24,316.5,318.96,318.96,2673717,0,1,LLY
3/3/2023,316.37,320.16,315.2407,318.43,318.43,3002947,0,1,LLY
3/2/2023,311.79,316.3,310.53,315.05,315.05,2885235,0,1,LLY
3/1/2023,310,316.9055,309.2,314.17,314.17,3580764,0,1,LLY
2/28/2023,315.49,315.49,309.64,311.22,311.22,3966856,0,1,LLY
2/27/2023,322.6,323.4,315.9,316.62,316.62,3043472,0,1,LLY
2/24/2023,326,327.2255,320.09,321.64,321.64,2594624,0,1,LLY
2/23/2023,328.01,332.83,325.69,327.52,327.52,2229544,0,1,LLY
2/22/2023,328.71,332.6,326.33,329.07,329.07,2380008,0,1,LLY
2/21/2023,327.15,331.72,326.33,327.51,327.51,2515648,0,1,LLY
2/17/2023,323.15,331.585,320.5,328.4,328.4,3695750,0,1,LLY
2/16/2023,331,332.935,325.72,326.07,326.07,3654165,0,1,LLY
2/15/2023,345.85,346.8673,334.35,335.01,335.01,3603468,0,1,LLY
2/14/2023,350.54,353.815,347.28,347.56,347.56,2028850,1.13,1,LLY
2/13/2023,346.47,350.81,346,350.4,349.2644584,2291589,0,1,LLY
2/10/2023,343.27,348.43,342.73,345.12,344.0015693,1980013,0,1,LLY
2/9/2023,340.89,347.35,340.5,341.79,340.6823608,3072770,0,1,LLY
2/8/2023,338.56,342.87,337.82,340.73,339.625796,2399385,0,1,LLY
2/7/2023,336.05,340.96,332.69,339.68,338.5791987,2464138,0,1,LLY
2/6/2023,341.98,343.42,334.62,337.66,336.5657449,3055672,0,1,LLY
2/3/2023,332.95,342.329,329.37,339.08,337.9811431,5670711,0,1,LLY
2/2/2023,334,335.3,317,330.7,329.6283002,13036614,0,1,LLY
2/1/2023,342.79,345.94,337.52,342.57,341.4598331,2990949,0,1,LLY
1/31/2023,340.68,344.4,339.38,344.15,343.0347128,2406652,0,1,LLY
1/30/2023,344.33,347.8,339.46,340.5,339.3965413,2647724,0,1,LLY
1/27/2023,346.11,348.09,341.5255,342.1,340.9913562,2363613,0,1,LLY
1/26/2023,351,352.18,346.73,348.01,346.8822037,2576176,0,1,LLY
1/25/2023,345.55,349.78,345.1,349.73,348.5966297,2503326,0,1,LLY
1/24/2023,346,346.63,341.36,346.39,345.2674536,2242500,0,1,LLY
1/23/2023,346.61,346.61,340.22,342.21,341.1009997,3403129,0,1,LLY
1/20/2023,347,349.065,341.58,346.07,344.9484906,5391878,0,1,LLY
1/19/2023,352.37,355.8,350.42,351.08,349.9422547,2658332,0,1,LLY
1/18/2023,356.32,359,351.58,352.01,350.8692409,2302261,0,1,LLY
1/17/2023,361.62,362,356.55,357.74,356.5806717,2435381,0,1,LLY
1/13/2023,359.57,363.31,358.64,361.62,360.4480977,1690881,0,1,LLY
1/12/2023,359.25,360.4962,353.08,359.12,357.9561995,2019744,0,1,LLY
1/11/2023,354.34,361.76,351,360.41,359.242019,2602845,0,1,LLY
1/10/2023,349,353.21,343.34,352.75,351.6068428,2465191,0,1,LLY
1/9/2023,364,364.97,348.79,349.83,348.6963056,2980570,0,1,LLY
1/6/2023,360,366.7,357.5815,362.94,361.76382,2131283,0,1,LLY
1/5/2023,360.95,361.49,352.96,358.92,357.7568476,2008524,0,1,LLY
1/4/2023,364.64,367.115,360.34,363.1,361.9233015,1886196,0,1,LLY
1/3/2023,366.26,369,361.46,364.99,363.8071766,2006686,0,1,LLY
12/30/2022,367.49,367.95,362.113,365.84,364.654422,1388100,0,1,LLY
12/29/2022,368.1,370.95,366.46,367.02,365.830598,1077852,0,1,LLY
12/28/2022,366.17,368.01,363.94,365.22,364.0364312,995966,0,1,LLY
12/27/2022,369.5,369.73,364.33,364.88,363.6975331,1372062,0,1,LLY
12/23/2022,364.82,367.9,362.47,367.9,366.7077461,1030267,0,1,LLY
12/22/2022,367.32,369.76,362.29,365.31,364.1261396,1958287,0,1,LLY
12/21/2022,362.63,370.68,361.21,368.01,366.8173897,2211291,0,1,LLY
12/20/2022,358.5,361.45,356.34,359.64,358.4745143,2276011,0,1,LLY
12/19/2022,357.81,359.7,354.6101,357.78,356.620542,2658425,0,1,LLY
12/16/2022,357.93,360.48,355.17,359.87,358.703769,6612417,0,1,LLY
12/15/2022,360.66,363.965,356.69,360.01,358.8433153,3437854,0,1,LLY
12/14/2022,359.01,369.425,357.055,363.5,362.3220052,5095457,0,1,LLY
12/13/2022,361.63,372.74,358.32,358.66,357.4976902,5032632,0,1,LLY
12/12/2022,362.93,367.8299,362.5,367.25,366.0598526,2639333,0,1,LLY
5/5/2023,136.44,137.88,135.912,136.74,136.74,11261394,0,1,JPM
5/4/2023,134.96,135.72,131.81,134.12,134.12,17089164,0,1,JPM
5/3/2023,138.44,138.6687,135.76,135.98,135.98,12930906,0,1,JPM
5/2/2023,141.4,142.41,138.43,138.92,138.92,14113447,0,1,JPM
5/1/2023,142.26,143.37,140.83,141.2,141.2,20415762,0,1,JPM
4/28/2023,136.56,138.32,135.67,138.24,138.24,9887262,0,1,JPM
4/27/2023,136,137.91,135.66,137.05,137.05,9041092,0,1,JPM
4/26/2023,137.62,137.8093,134,135.23,135.23,14238908,0,1,JPM
4/25/2023,139.6,139.96,137.625,137.67,137.67,10629325,0,1,JPM
4/24/2023,140.455,141.1,140.04,140.73,140.73,7567666,0,1,JPM
4/21/2023,139.74,141.11,138.78,140.54,140.54,11842537,0,1,JPM
4/20/2023,139.91,141.43,139.84,140.81,140.81,10586245,0,1,JPM
4/19/2023,141.23,141.5,140.4,141.22,141.22,9158112,0,1,JPM
4/18/2023,140.27,141.78,139.03,141.4,141.4,13760139,0,1,JPM
4/17/2023,139.95,140.06,137.66,139.83,139.83,15961327,0,1,JPM
4/14/2023,135.15,139.12,134.9001,138.73,138.73,43931328,0,1,JPM
4/13/2023,128.46,129.04,126.83,128.99,128.99,12450242,0,1,JPM
4/12/2023,129.18,130.43,128.0603,128.5,128.5,11820995,0,1,JPM
4/11/2023,128.3,128.94,127.54,128.52,128.52,10516267,0,1,JPM
4/10/2023,126.54,128.23,126.22,127.89,127.89,9477292,0,1,JPM
4/6/2023,127,128.08,126.8553,127.47,127.47,8760220,0,1,JPM
4/5/2023,126.8,128.15,126.46,127.61,127.61,9614692,1,1,JPM
4/4/2023,130.5,130.59,127.41,128.42,127.4214773,11579916,0,1,JPM
4/3/2023,129.91,131.44,129.41,130.16,129.1479481,11775388,0,1,JPM
3/31/2023,129.66,130.34,128.8514,130.31,129.2967817,13105215,0,1,JPM
3/30/2023,129.95,130.12,127.65,128.75,127.7489114,12134675,0,1,JPM
3/29/2023,130.1,130.22,127.77,129.14,128.135879,14595260,0,1,JPM
3/28/2023,128.71,129.3417,127.744,128.88,127.8779006,10820466,0,1,JPM
3/27/2023,126.79,129.38,126.29,128.49,127.4909331,18853935,0,1,JPM
3/24/2023,125.63,125.68,123.11,124.91,123.9387691,22326916,0,1,JPM
3/23/2023,127.9,129.53,126.02,126.84,125.8537625,16677640,0,1,JPM
3/22/2023,130.56,130.655,127.08,127.18,126.1911189,17250168,0,1,JPM
3/21/2023,130.59,131.73,130.19,130.55,129.5349156,17807808,0,1,JPM
3/20/2023,126.99,129.47,126.01,127.14,126.1514299,22875505,0,1,JPM
3/17/2023,128.38,128.48,125.45,125.81,124.8317712,38395982,0,1,JPM
3/16/2023,128.01,131.95,126.02,130.75,129.7333605,24570587,0,1,JPM
3/15/2023,130.98,130.99,126.73,128.26,127.2627214,34280607,0,1,JPM
3/14/2023,135.28,135.53,131.29,134.62,133.5732696,29648116,0,1,JPM
3/13/2023,131.21,133.88,129.41,131.25,130.2294728,42901132,0,1,JPM
3/10/2023,128.96,135.26,127.82,133.65,132.6108118,37599655,0,1,JPM
3/9/2023,136.76,137.35,129.215,130.34,129.3265485,25888097,0,1,JPM
3/8/2023,138,138.59,136.885,137.8,136.7285437,10002548,0,1,JPM
3/7/2023,142.01,142.31,137.81,138.62,137.5421678,11747620,0,1,JPM
3/6/2023,143.44,144.04,142.66,142.82,141.7095109,9261255,0,1,JPM
3/3/2023,141.51,143.74,141.08,143.66,142.5429796,9513063,0,1,JPM
3/2/2023,142.24,142.43,139.54,141.07,139.973118,11107549,0,1,JPM
3/1/2023,142.1,143.4583,141.8,142.55,141.4416103,7139155,0,1,JPM
2/28/2023,142.94,143.76,141.9001,143.35,142.2353899,11019757,0,1,JPM
2/27/2023,142.11,143.31,141.7201,142.16,141.0546427,10014654,0,1,JPM
2/24/2023,139.11,141.36,138.93,140.93,139.8342065,9126888,0,1,JPM
2/23/2023,138.73,140.17,137.94,139.67,138.5840036,8068010,0,1,JPM
2/22/2023,138.92,139.43,137.435,138.56,137.4826343,11107501,0,1,JPM
2/21/2023,140.69,141.34,138.75,139.63,138.5443146,9996283,0,1,JPM
2/17/2023,140.98,142.83,140.07,142.24,141.1340207,7948829,0,1,JPM
2/16/2023,142.91,143.39,141.676,141.82,140.7172864,8165306,0,1,JPM
2/15/2023,141.61,143.89,141.3,143.8,142.681891,6731172,0,1,JPM
2/14/2023,142.5,143.81,141.595,143.2,142.0865563,9249399,0,1,JPM
2/13/2023,141.3,142.73,140.74,142.57,141.4614548,7134607,0,1,JPM
2/10/2023,139.78,141.28,138.59,141.04,139.9433512,6582853,0,1,JPM
2/9/2023,143.12,143.34,139.87,140.42,139.328172,6443109,0,1,JPM
2/8/2023,142.65,144.04,142.2763,142.64,141.5309105,6957965,0,1,JPM
2/7/2023,141.38,144.34,141.18,143.65,142.5330573,10447888,0,1,JPM
2/6/2023,140.23,142.24,140.0313,141.92,140.8165088,8406231,0,1,JPM
2/3/2023,138.18,142.33,138.13,141.09,139.9929624,11501232,0,1,JPM
2/2/2023,140,140.46,138,138.94,137.8596797,11822064,0,1,JPM
2/1/2023,138.21,140.875,138.12,139.59,138.5046256,8841846,0,1,JPM
1/31/2023,139.88,140.07,138.25,139.96,138.8717487,9188738,0,1,JPM
1/30/2023,139.23,140.09,138.91,139.13,138.0482023,6729255,0,1,JPM
1/27/2023,140.61,141.255,139.7499,140.32,139.2289495,7489946,0,1,JPM
1/26/2023,139.42,140.06,138.36,139.98,138.8915932,7487631,0,1,JPM
1/25/2023,138.05,139.12,137.25,139.12,138.0382801,8967007,0,1,JPM
1/24/2023,140.29,140.29,135,138.45,137.3734896,6944991,0,1,JPM
1/23/2023,135.115,137.96,134.82,137.27,136.2026646,10487128,0,1,JPM
1/20/2023,135.16,135.49,133.55,135.08,134.0296929,13092492,0,1,JPM
1/19/2023,135.32,135.9,133.59,134.75,133.7022588,13303371,0,1,JPM
1/18/2023,138.92,140.73,136.41,136.57,135.5081075,13392601,0,1,JPM
1/17/2023,141.17,141.54,139.225,140.8,139.7052173,14292881,0,1,JPM
1/13/2023,135.6,143.49,134.8,143.01,141.8980336,20200047,0,1,JPM
1/12/2023,140,140.86,139.22,139.49,138.4054032,11001666,0,1,JPM
1/11/2023,138.9,139.75,138.1,139.63,138.5443146,8703698,0,1,JPM
1/10/2023,137.79,138.72,137.31,138.6,137.5223233,9048665,0,1,JPM
