fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,symbol
3/31/2023,5/4/2023,1.52,1.43,0.09,6.2937,AAPL
12/31/2022,2/2/2023,1.88,1.94,-0.06,-3.0928,AAPL
9/30/2022,10/27/2022,1.29,1.27,0.02,1.5748,AAPL
6/30/2022,7/28/2022,1.2,1.16,0.04,3.4483,AAPL
3/31/2022,4/28/2022,1.52,1.43,0.09,6.2937,AAPL
12/31/2021,1/27/2022,2.1,1.89,0.21,11.1111,AAPL
9/30/2021,10/28/2021,1.24,1.24,0,0,AAPL
6/30/2021,7/27/2021,1.3,1.01,0.29,28.7129,AAPL
3/31/2021,4/28/2021,1.4,0.99,0.41,41.4141,AAPL
12/31/2020,1/27/2021,1.68,1.41,0.27,19.1489,AAPL
9/30/2020,10/29/2020,0.73,0.7,0.03,4.2857,AAPL
6/30/2020,7/30/2020,0.65,0.51,0.14,27.451,AAPL
3/31/2020,4/30/2020,0.64,0.56,0.08,14.2857,AAPL
12/31/2019,1/28/2020,1.25,1.14,0.11,9.6491,AAPL
9/30/2019,10/30/2019,0.76,0.71,0.05,7.0423,AAPL
6/30/2019,7/30/2019,0.55,0.53,0.02,3.7736,AAPL
3/31/2019,4/30/2019,0.62,0.59,0.03,5.0847,AAPL
12/31/2018,1/29/2019,1.05,1.04,0.01,0.9615,AAPL
9/30/2018,11/1/2018,0.73,0.7,0.03,4.2857,AAPL
6/30/2018,7/31/2018,0.585,0.545,0.04,7.3394,AAPL
3/31/2018,5/1/2018,0.6825,0.6725,0.01,1.487,AAPL
12/31/2017,2/1/2018,0.9725,0.965,0.0075,0.7772,AAPL
9/30/2017,11/2/2017,0.5175,0.4675,0.05,10.6952,AAPL
6/30/2017,8/1/2017,0.4175,0.3925,0.025,6.3694,AAPL
3/31/2017,5/2/2017,0.525,0.505,0.02,3.9604,AAPL
12/31/2016,1/31/2017,0.84,0.8025,0.0375,4.6729,AAPL
9/30/2016,10/25/2016,0.4175,0.415,0.0025,0.6024,AAPL
6/30/2016,7/26/2016,0.355,0.345,0.01,2.8986,AAPL
3/31/2016,4/26/2016,0.475,0.5,-0.025,-5,AAPL
12/31/2015,1/26/2016,0.82,0.8075,0.0125,1.548,AAPL
9/30/2015,10/27/2015,0.49,0.47,0.02,4.2553,AAPL
6/30/2015,7/21/2015,0.4625,0.4525,0.01,2.2099,AAPL
3/31/2015,4/27/2015,0.5825,0.54,0.0425,7.8704,AAPL
12/31/2014,1/27/2015,0.765,0.65,0.115,17.6923,AAPL
9/30/2014,10/20/2014,0.355,0.3275,0.0275,8.3969,AAPL
6/30/2014,7/22/2014,0.32,0.3075,0.0125,4.065,AAPL
3/31/2014,4/23/2014,0.415,0.365,0.05,13.6986,AAPL
12/31/2013,1/27/2014,0.5175,0.5025,0.015,2.9851,AAPL
9/30/2013,10/28/2013,0.295,0.285,0.01,3.5088,AAPL
6/30/2013,7/23/2013,0.2675,0.2625,0.005,1.9048,AAPL
3/31/2013,4/23/2013,0.36,0.3575,0.0025,0.6993,AAPL
12/31/2012,1/23/2013,0.4925,0.48,0.0125,2.6042,AAPL
9/30/2012,10/25/2012,0.31,0.3125,-0.0025,-0.8,AAPL
6/30/2012,7/24/2012,0.3325,0.37,-0.0375,-10.1351,AAPL
3/31/2012,4/24/2012,0.44,0.3575,0.0825,23.0769,AAPL
12/31/2011,1/24/2012,0.495,0.3625,0.1325,36.5517,AAPL
9/30/2011,10/18/2011,0.2525,0.265,-0.0125,-4.717,AAPL
6/30/2011,7/19/2011,0.2775,0.2075,0.07,33.7349,AAPL
3/31/2011,4/20/2011,0.2275,0.1925,0.035,18.1818,AAPL
12/31/2010,1/18/2011,0.23,0.1925,0.0375,19.4805,AAPL
9/30/2010,10/18/2010,0.165,0.145,0.02,13.7931,AAPL
6/30/2010,7/20/2010,0.125,0.11,0.015,13.6364,AAPL
3/31/2010,4/20/2010,0.12,0.0875,0.0325,37.1429,AAPL
12/31/2009,1/25/2010,0.13,0.075,0.055,73.3333,AAPL
9/30/2009,10/19/2009,0.065,0.05,0.015,30,AAPL
6/30/2009,7/21/2009,0.0475,0.0425,0.005,11.7647,AAPL
3/31/2009,4/22/2009,0.0475,0.04,0.0075,18.75,AAPL
12/31/2008,1/21/2009,0.0625,0.05,0.0125,25,AAPL
9/30/2008,10/21/2008,0.045,0.04,0.005,12.5,AAPL
6/30/2008,7/21/2008,0.0425,0.0375,0.005,13.3333,AAPL
3/31/2008,4/23/2008,0.0425,0.0375,0.005,13.3333,AAPL
12/31/2007,1/22/2008,0.06,0.06,0,0,AAPL
9/30/2007,10/22/2007,0.04,0.03,0.01,33.3333,AAPL
6/30/2007,7/25/2007,0.03,0.03,0,0,AAPL
3/31/2007,4/25/2007,0.03,0.02,0.01,50,AAPL
12/31/2006,1/17/2007,0.04,0.03,0.01,33.3333,AAPL
9/30/2006,10/18/2006,0.02,0.02,0,0,AAPL
6/30/2006,7/19/2006,0.02,0.02,0,0,AAPL
3/31/2006,4/19/2006,0.02,0.02,0,0,AAPL
12/31/2005,1/18/2006,0.02,0.02,0,0,AAPL
9/30/2005,10/11/2005,0.01,0.01,0,0,AAPL
6/30/2005,7/13/2005,0.01,0.01,0,0,AAPL
3/31/2005,4/13/2005,0.01,0.01,0,0,AAPL
12/31/2004,1/12/2005,0.01,0.01,0,0,AAPL
9/30/2004,10/13/2004,0.02,0.01,0.01,100,AAPL
6/30/2004,7/14/2004,0.01,0.01,0,0,AAPL
3/31/2004,4/14/2004,0.01,0.01,0,0,AAPL
12/31/2003,1/14/2004,0.01,0.01,0,0,AAPL
9/30/2003,10/15/2003,0.01,0,0,0,AAPL
6/30/2003,7/16/2003,0.0009,0,0,0,AAPL
3/31/2003,4/16/2003,0.0007,0,0,0,AAPL
12/31/2002,1/15/2003,-0.0004,0,0,0,AAPL
9/30/2002,10/16/2002,-0.0022,0,0,0,AAPL
6/30/2002,7/16/2002,0.01,0.01,0,0,AAPL
3/31/2002,4/18/2002,0.002,0,0,0,AAPL
12/31/2001,1/16/2002,0.01,0.01,0,0,AAPL
9/30/2001,10/18/2001,0.0034,0,0,0,AAPL
6/30/2001,7/18/2001,0.003,0,0,0,AAPL
3/31/2001,4/18/2001,0.01,0,0,0,AAPL
12/31/2000,12/31/2000,-0.0097,0,0,0,AAPL
9/30/2000,10/18/2000,0.01,0.01,0,0,AAPL
6/30/2000,7/18/2000,0.01,0.01,0,0,AAPL
3/31/2000,4/19/2000,0.01,0.01,0,0,AAPL
12/31/1999,1/19/2000,0.01,0.01,0,0,AAPL
9/30/1999,10/13/1999,0.02,0.02,0,0,AAPL
6/30/1999,7/14/1999,0.01,0.01,0,0,AAPL
3/31/1999,4/14/1999,0.01,0.01,0,0,AAPL
12/31/1998,1/13/1999,0.01,0.01,0,0,AAPL
9/30/1998,10/14/1998,0.01,0.02,-0.01,-50,AAPL
6/30/1998,7/15/1998,0.01,0.01,0,0,AAPL
3/31/1998,4/15/1998,0.01,0.01,0,0,AAPL
12/31/1997,1/14/1998,0.01,0.01,0,0,AAPL
9/30/1997,10/15/1997,-0.0114,0,0,0,AAPL
6/30/1997,7/16/1997,-0.02,-0.02,0,0,AAPL
3/31/1997,4/16/1997,-0.05,-0.04,-0.01,-25,AAPL
12/31/1996,1/15/1997,-0.03,-0.02,-0.01,-50,AAPL
9/30/1996,10/16/1996,0.0018,-0.01,0.0118,118,AAPL
6/30/1996,7/17/1996,-0.02,-0.04,0.02,50,AAPL
3/31/1996,4/17/1996,-0.07,-0.05,-0.02,-40,AAPL
3/31/2023,4/25/2023,2.45,2.23,0.22,9.8655,MSFT
12/31/2022,1/24/2023,2.32,2.29,0.03,1.31,MSFT
9/30/2022,10/25/2022,2.35,2.3,0.05,2.1739,MSFT
6/30/2022,7/26/2022,2.23,2.29,-0.06,-2.6201,MSFT
3/31/2022,4/26/2022,2.22,2.19,0.03,1.3699,MSFT
12/31/2021,1/25/2022,2.48,2.31,0.17,7.3593,MSFT
9/30/2021,10/26/2021,2.27,2.07,0.2,9.6618,MSFT
6/30/2021,7/27/2021,2.17,1.92,0.25,13.0208,MSFT
3/31/2021,4/27/2021,1.95,1.78,0.17,9.5506,MSFT
12/31/2020,1/26/2021,2.03,1.64,0.39,23.7805,MSFT
9/30/2020,10/27/2020,1.82,1.54,0.28,18.1818,MSFT
6/30/2020,7/22/2020,1.46,1.34,0.12,8.9552,MSFT
3/31/2020,4/29/2020,1.4,1.26,0.14,11.1111,MSFT
12/31/2019,1/29/2020,1.51,1.32,0.19,14.3939,MSFT
9/30/2019,10/23/2019,1.38,1.25,0.13,10.4,MSFT
6/30/2019,7/18/2019,1.37,1.21,0.16,13.2231,MSFT
3/31/2019,4/24/2019,1.14,1,0.14,14,MSFT
12/31/2018,1/30/2019,1.1,1.09,0.01,0.9174,MSFT
9/30/2018,10/24/2018,1.14,0.96,0.18,18.75,MSFT
6/30/2018,7/19/2018,1.13,1.08,0.05,4.6296,MSFT
3/31/2018,4/26/2018,0.95,0.85,0.1,11.7647,MSFT
12/31/2017,1/31/2018,0.96,0.86,0.1,11.6279,MSFT
9/30/2017,10/26/2017,0.84,0.72,0.12,16.6667,MSFT
6/30/2017,7/20/2017,0.98,0.71,0.27,38.0282,MSFT
3/31/2017,4/27/2017,0.73,0.7,0.03,4.2857,MSFT
12/31/2016,1/26/2017,0.84,0.79,0.05,6.3291,MSFT
9/30/2016,10/20/2016,0.76,0.68,0.08,11.7647,MSFT
6/30/2016,7/19/2016,0.69,0.58,0.11,18.9655,MSFT
3/31/2016,4/21/2016,0.62,0.64,-0.02,-3.125,MSFT
12/31/2015,1/28/2016,0.78,0.71,0.07,9.8592,MSFT
9/30/2015,10/22/2015,0.67,0.59,0.08,13.5593,MSFT
6/30/2015,7/21/2015,0.6,0.56,0.04,7.1429,MSFT
3/31/2015,4/23/2015,0.61,0.51,0.1,19.6078,MSFT
12/31/2014,1/26/2015,0.75,0.71,0.04,5.6338,MSFT
9/30/2014,10/23/2014,0.54,0.49,0.05,10.2041,MSFT
6/30/2014,7/22/2014,0.55,0.6,-0.05,-8.3333,MSFT
3/31/2014,4/24/2014,0.68,0.63,0.05,7.9365,MSFT
12/31/2013,1/23/2014,0.78,0.68,0.1,14.7059,MSFT
9/30/2013,10/24/2013,0.62,0.54,0.08,14.8148,MSFT
6/30/2013,7/18/2013,0.66,0.75,-0.09,-12,MSFT
3/31/2013,4/18/2013,0.72,0.68,0.04,5.8824,MSFT
12/31/2012,1/24/2013,0.76,0.75,0.01,1.3333,MSFT
9/30/2012,10/18/2012,0.53,0.56,-0.03,-5.3571,MSFT
6/30/2012,7/19/2012,0.67,0.62,0.05,8.0645,MSFT
3/31/2012,4/19/2012,0.6,0.57,0.03,5.2632,MSFT
12/31/2011,1/19/2012,0.78,0.76,0.02,2.6316,MSFT
9/30/2011,10/20/2011,0.68,0.68,0,0,MSFT
6/30/2011,7/21/2011,0.69,0.58,0.11,18.9655,MSFT
3/31/2011,4/28/2011,0.61,0.56,0.05,8.9286,MSFT
12/31/2010,1/27/2011,0.77,0.68,0.09,13.2353,MSFT
9/30/2010,10/28/2010,0.62,0.55,0.07,12.7273,MSFT
6/30/2010,7/22/2010,0.51,0.46,0.05,10.8696,MSFT
3/31/2010,4/22/2010,0.45,0.42,0.03,7.1429,MSFT
12/31/2009,1/28/2010,0.74,0.59,0.15,25.4237,MSFT
9/30/2009,10/23/2009,0.4,0.32,0.08,25,MSFT
6/30/2009,7/23/2009,0.36,0.36,0,0,MSFT
3/31/2009,4/23/2009,0.39,0.39,0,0,MSFT
12/31/2008,1/22/2009,0.47,0.49,-0.02,-4.0816,MSFT
9/30/2008,10/23/2008,0.48,0.47,0.01,2.1277,MSFT
6/30/2008,7/17/2008,0.46,0.47,-0.01,-2.1277,MSFT
3/31/2008,4/24/2008,0.47,0.44,0.03,6.8182,MSFT
12/31/2007,1/24/2008,0.5,0.46,0.04,8.6957,MSFT
9/30/2007,10/25/2007,0.45,0.39,0.06,15.3846,MSFT
6/30/2007,7/19/2007,0.39,0.39,0,0,MSFT
3/31/2007,4/26/2007,0.49,0.46,0.03,6.5217,MSFT
12/31/2006,1/25/2007,0.26,0.23,0.03,13.0435,MSFT
9/30/2006,10/26/2006,0.35,0.31,0.04,12.9032,MSFT
6/30/2006,7/20/2006,0.31,0.3,0.01,3.3333,MSFT
3/31/2006,4/27/2006,0.32,0.33,-0.01,-3.0303,MSFT
12/31/2005,1/26/2006,0.33,0.33,0,0,MSFT
9/30/2005,10/27/2005,0.31,0.3,0.01,3.3333,MSFT
6/30/2005,7/21/2005,0.32,0.31,0.01,3.2258,MSFT
3/31/2005,4/28/2005,0.32,0.32,0,0,MSFT
12/31/2004,1/27/2005,0.35,0.33,0.02,6.0606,MSFT
9/30/2004,10/21/2004,0.31,0.3,0.01,3.3333,MSFT
6/30/2004,7/22/2004,0.28,0.29,-0.01,-3.4483,MSFT
3/31/2004,4/22/2004,0.34,0.29,0.05,17.2414,MSFT
12/31/2003,1/22/2004,0.34,0.3,0.04,13.3333,MSFT
9/30/2003,10/23/2003,0.3,0.29,0.01,3.4483,MSFT
6/30/2003,7/17/2003,0.23,0.24,-0.01,-4.1667,MSFT
3/31/2003,4/15/2003,0.27,0.24,0.03,12.5,MSFT
12/31/2002,1/16/2003,0.27,0.23,0.04,17.3913,MSFT
9/30/2002,10/17/2002,0.28,0.21,0.07,33.3333,MSFT
6/30/2002,7/18/2002,0.21,0.21,0,0,MSFT
3/31/2002,4/18/2002,0.25,0.25,0,0,MSFT
12/31/2001,1/17/2002,0.25,0.21,0.04,19.0476,MSFT
9/30/2001,10/18/2001,0.22,0.2,0.02,10,MSFT
6/30/2001,7/19/2001,0.22,0.21,0.01,4.7619,MSFT
3/31/2001,4/19/2001,0.22,0.21,0.01,4.7619,MSFT
12/31/2000,1/18/2001,0.24,0.23,0.01,4.3478,MSFT
9/30/2000,10/18/2000,0.23,0.21,0.02,9.5238,MSFT
6/30/2000,7/18/2000,0.22,0.21,0.01,4.7619,MSFT
3/31/2000,4/20/2000,0.22,0.2,0.02,10,MSFT
12/31/1999,1/18/2000,0.24,0.21,0.03,14.2857,MSFT
9/30/1999,10/19/1999,0.19,0.17,0.02,11.7647,MSFT
6/30/1999,7/19/1999,0.2,0.18,0.02,11.1111,MSFT
3/31/1999,4/20/1999,0.19,0.16,0.03,18.75,MSFT
12/31/1998,1/19/1999,0.18,0.15,0.03,20,MSFT
9/30/1998,10/20/1998,0.14,0.12,0.02,16.6667,MSFT
6/30/1998,7/16/1998,0.13,0.12,0.01,8.3333,MSFT
3/31/1998,4/22/1998,0.13,0.12,0.01,8.3333,MSFT
12/31/1997,1/21/1998,0.11,0.1,0.01,10,MSFT
9/30/1997,10/20/1997,0.09,0.09,0,0,MSFT
6/30/1997,7/17/1997,0.1,0.1,0,0,MSFT
3/31/1997,4/17/1997,0.1,0.08,0.02,25,MSFT
12/31/1996,1/17/1997,0.07,0.06,0.01,16.6667,MSFT
9/30/1996,10/21/1996,0.06,0.06,0,0,MSFT
6/30/1996,7/22/1996,0.05,0.05,0,0,MSFT
3/31/1996,4/18/1996,0.06,0.05,0.01,20,MSFT
3/31/2023,4/25/2023,1.17,1.06,0.11,10.3774,GOOG
12/31/2022,2/2/2023,1.05,1.19,-0.14,-11.7647,GOOG
9/30/2022,10/25/2022,1.06,1.25,-0.19,-15.2,GOOG
6/30/2022,7/26/2022,1.21,1.3,-0.09,-6.9231,GOOG
3/31/2022,4/26/2022,1.23,1.29,-0.06,-4.6512,GOOG
12/31/2021,2/1/2022,1.53,1.38,0.15,10.8696,GOOG
9/30/2021,10/26/2021,1.4,1.17,0.23,19.6581,GOOG
6/30/2021,7/27/2021,1.36,0.96,0.4,41.6667,GOOG
3/31/2021,4/27/2021,1.31,0.79,0.52,65.8228,GOOG
12/31/2020,2/2/2021,1.12,0.8,0.32,40,GOOG
9/30/2020,10/29/2020,0.82,0.56,0.26,46.4286,GOOG
6/30/2020,7/30/2020,0.51,0.42,0.09,21.4286,GOOG
3/31/2020,4/28/2020,0.4935,0.519,-0.0255,-4.9133,GOOG
12/31/2019,2/3/2020,0.7675,0.6295,0.138,21.9222,GOOG
9/30/2019,10/28/2019,0.506,0.623,-0.117,-18.7801,GOOG
6/30/2019,7/25/2019,0.7105,0.5665,0.144,25.4192,GOOG
3/31/2019,4/29/2019,0.475,0.5315,-0.0565,-10.6303,GOOG
12/31/2018,2/4/2019,0.6385,0.541,0.0975,18.0222,GOOG
9/30/2018,10/25/2018,0.653,0.52,0.133,25.5769,GOOG
6/30/2018,7/23/2018,0.227,0.477,-0.25,-52.4109,GOOG
3/31/2018,4/23/2018,0.6665,0.466,0.2005,43.0258,GOOG
12/31/2017,2/1/2018,0.485,0.498,-0.013,-2.6104,GOOG
9/30/2017,10/26/2017,0.4785,0.4165,0.062,14.886,GOOG
6/30/2017,7/24/2017,0.2505,0.2235,0.027,12.0805,GOOG
3/31/2017,4/27/2017,0.3865,0.3695,0.017,4.6008,GOOG
12/31/2016,1/26/2017,0.468,0.4835,-0.0155,-3.2058,GOOG
9/30/2016,10/27/2016,0.453,0.432,0.021,4.8611,GOOG
6/30/2016,7/28/2016,0.421,0.4015,0.0195,4.8568,GOOG
3/31/2016,4/21/2016,0.375,0.398,-0.023,-5.7789,GOOG
12/31/2015,2/1/2016,0.4335,0.405,0.0285,7.037,GOOG
9/30/2015,10/22/2015,0.3675,0.3605,0.007,1.9417,GOOG
6/30/2015,7/16/2015,0.3495,0.337,0.0125,3.7092,GOOG
3/31/2015,4/23/2015,0.3285,6.71,-6.3815,-95.1043,GOOG
12/31/2014,1/29/2015,0.344,6.93,-6.586,-95.0361,GOOG
9/30/2014,10/16/2014,0.3175,6.33,-6.0125,-94.9842,GOOG
6/30/2014,7/17/2014,6.08,6.57,-0.49,-7.4581,GOOG
3/31/2014,4/16/2014,6.27,6.35,-0.08,-1.2598,GOOG
3/31/2023,4/25/2023,1.17,1.07,0.1,9.3458,GOOGL
12/31/2022,2/2/2023,1.05,1.18,-0.13,-11.0169,GOOGL
9/30/2022,10/25/2022,1.06,1.25,-0.19,-15.2,GOOGL
6/30/2022,7/26/2022,1.21,1.28,-0.07,-5.4688,GOOGL
3/31/2022,4/26/2022,1.23,1.3,-0.07,-5.3846,GOOGL
12/31/2021,2/1/2022,1.53,1.37,0.16,11.6788,GOOGL
9/30/2021,10/26/2021,1.4,1.17,0.23,19.6581,GOOGL
6/30/2021,7/27/2021,1.36,0.97,0.39,40.2062,GOOGL
3/31/2021,4/27/2021,1.31,0.79,0.52,65.8228,GOOGL
12/31/2020,2/2/2021,1.12,0.8,0.32,40,GOOGL
9/30/2020,10/29/2020,0.82,0.56,0.26,46.4286,GOOGL
6/30/2020,7/30/2020,0.51,0.41,0.1,24.3902,GOOGL
3/31/2020,4/28/2020,0.4935,0.5165,-0.023,-4.453,GOOGL
12/31/2019,2/3/2020,0.7675,0.6265,0.141,22.506,GOOGL
9/30/2019,10/28/2019,0.506,0.621,-0.115,-18.5185,GOOGL
6/30/2019,7/25/2019,0.7105,0.565,0.1455,25.7522,GOOGL
3/31/2019,4/29/2019,0.475,0.5305,-0.0555,-10.4618,GOOGL
12/31/2018,2/4/2019,0.6385,0.541,0.0975,18.0222,GOOGL
9/30/2018,10/25/2018,0.653,0.521,0.132,25.3359,GOOGL
6/30/2018,7/23/2018,0.227,0.4795,-0.2525,-52.659,GOOGL
3/31/2018,4/23/2018,0.6665,0.464,0.2025,43.6422,GOOGL
12/31/2017,2/1/2018,0.485,0.499,-0.014,-2.8056,GOOGL
9/30/2017,10/26/2017,0.4785,0.4165,0.062,14.886,GOOGL
6/30/2017,7/24/2017,0.2505,0.2245,0.026,11.5813,GOOGL
3/31/2017,4/27/2017,0.3865,0.3695,0.017,4.6008,GOOGL
12/31/2016,1/26/2017,0.468,0.4825,-0.0145,-3.0052,GOOGL
9/30/2016,10/27/2016,0.453,0.4315,0.0215,4.9826,GOOGL
6/30/2016,7/28/2016,0.421,0.402,0.019,4.7264,GOOGL
3/31/2016,4/21/2016,0.375,0.3985,-0.0235,-5.8971,GOOGL
12/31/2015,2/1/2016,0.4335,0.4055,0.028,6.9051,GOOGL
9/30/2015,10/22/2015,0.3675,0.3605,0.007,1.9417,GOOGL
6/30/2015,7/16/2015,0.3495,0.335,0.0145,4.3284,GOOGL
3/31/2015,4/23/2015,0.3285,0.33,-0.0015,-0.4545,GOOGL
12/31/2014,1/29/2015,0.344,0.3555,-0.0115,-3.2349,GOOGL
9/30/2014,10/16/2014,0.3175,0.3265,-0.009,-2.7565,GOOGL
6/30/2014,7/17/2014,0.304,0.312,-0.008,-2.5641,GOOGL
3/31/2014,4/16/2014,0.3135,0.3205,-0.007,-2.1841,GOOGL
12/31/2013,1/30/2014,0.3005,0.305,-0.0045,-1.4754,GOOGL
9/30/2013,10/17/2013,0.2685,0.2585,0.01,3.8685,GOOGL
6/30/2013,7/18/2013,0.239,0.2695,-0.0305,-11.3173,GOOGL
3/31/2013,4/18/2013,0.2895,0.2665,0.023,8.6304,GOOGL
12/31/2012,1/22/2013,0.265,0.2605,0.0045,1.7274,GOOGL
9/30/2012,10/18/2012,0.2255,0.2665,-0.041,-15.3846,GOOGL
6/30/2012,7/19/2012,0.253,0.251,0.002,0.7968,GOOGL
3/31/2012,4/12/2012,0.252,0.2415,0.0105,4.3478,GOOGL
12/31/2011,1/19/2012,0.2375,0.2625,-0.025,-9.5238,GOOGL
9/30/2011,10/13/2011,0.243,0.2185,0.0245,11.2128,GOOGL
6/30/2011,7/14/2011,0.2185,0.1965,0.022,11.1959,GOOGL
3/31/2011,4/14/2011,0.202,0.2025,-0.0005,-0.2469,GOOGL
12/31/2010,1/20/2011,0.219,0.2025,0.0165,8.1481,GOOGL
9/30/2010,10/14/2010,0.191,0.1675,0.0235,14.0299,GOOGL
6/30/2010,7/15/2010,0.1615,0.163,-0.0015,-0.9202,GOOGL
3/31/2010,4/15/2010,0.169,0.165,0.004,2.4242,GOOGL
12/31/2009,1/21/2010,0.17,0.162,0.008,4.9383,GOOGL
9/30/2009,10/15/2009,0.1475,0.1355,0.012,8.8561,GOOGL
6/30/2009,7/16/2009,0.134,0.127,0.007,5.5118,GOOGL
3/31/2009,4/16/2009,0.129,0.123,0.006,4.878,GOOGL
12/31/2008,1/22/2009,0.1275,0.124,0.0035,2.8226,GOOGL
9/30/2008,10/16/2008,0.123,0.1185,0.0045,3.7975,GOOGL
6/30/2008,7/17/2008,0.116,0.1185,-0.0025,-2.1097,GOOGL
3/31/2008,4/17/2008,0.121,0.113,0.008,7.0796,GOOGL
12/31/2007,1/31/2008,0.111,0.111,0,0,GOOGL
9/30/2007,10/18/2007,0.098,0.0945,0.0035,3.7037,GOOGL
6/30/2007,7/19/2007,0.089,0.09,-0.001,-1.1111,GOOGL
3/31/2007,4/19/2007,0.092,0.0825,0.0095,11.5152,GOOGL
12/31/2006,1/31/2007,0.0795,0.073,0.0065,8.9041,GOOGL
9/30/2006,10/19/2006,0.0655,0.0605,0.005,8.2645,GOOGL
6/30/2006,7/20/2006,0.0625,0.0555,0.007,12.6126,GOOGL
3/31/2006,4/20/2006,0.0575,0.0495,0.008,16.1616,GOOGL
12/31/2005,1/31/2006,0.0385,0.044,-0.0055,-12.5,GOOGL
9/30/2005,10/20/2005,0.038,0.034,0.004,11.7647,GOOGL
6/30/2005,7/21/2005,0.034,0.0305,0.0035,11.4754,GOOGL
3/31/2005,4/21/2005,0.0325,0.023,0.0095,41.3043,GOOGL
12/31/2004,2/1/2005,0.023,0.0195,0.0035,17.9487,GOOGL
9/30/2004,10/21/2004,0.0175,0.014,0.0035,25,GOOGL
3/31/2023,4/27/2023,0.31,0.21,0.1,47.619,AMZN
12/31/2022,2/2/2023,0.25,0.18,0.07,38.8889,AMZN
9/30/2022,10/27/2022,0.17,0.22,-0.05,-22.7273,AMZN
6/30/2022,7/28/2022,0.18,0.14,0.04,28.5714,AMZN
3/31/2022,4/28/2022,0.37,0.42,-0.05,-11.9048,AMZN
12/31/2021,2/3/2022,0.29,0.18,0.11,61.1111,AMZN
9/30/2021,10/28/2021,0.31,0.45,-0.14,-31.1111,AMZN
6/30/2021,7/29/2021,0.76,0.62,0.14,22.5806,AMZN
3/31/2021,4/29/2021,0.79,0.48,0.31,64.5833,AMZN
12/31/2020,2/2/2021,0.7,0.36,0.34,94.4444,AMZN
9/30/2020,10/29/2020,0.62,0.37,0.25,67.5676,AMZN
6/30/2020,7/30/2020,0.52,0.07,0.45,642.8571,AMZN
3/31/2020,4/30/2020,0.25,0.31,-0.06,-19.3548,AMZN
12/31/2019,1/30/2020,0.32,0.2,0.12,60,AMZN
9/30/2019,10/24/2019,0.21,0.23,-0.02,-8.6957,AMZN
6/30/2019,7/25/2019,0.26,0.28,-0.02,-7.1429,AMZN
3/31/2019,4/25/2019,0.35,0.24,0.11,45.8333,AMZN
12/31/2018,1/31/2019,0.3,0.28,0.02,7.1429,AMZN
9/30/2018,10/25/2018,0.29,0.16,0.13,81.25,AMZN
6/30/2018,7/26/2018,0.25,0.13,0.12,92.3077,AMZN
3/31/2018,4/26/2018,0.16,0.06,0.1,166.6667,AMZN
12/31/2017,2/1/2018,0.11,0.09,0.02,22.2222,AMZN
9/30/2017,10/26/2017,0.03,0.03,0,0,AMZN
6/30/2017,7/27/2017,0.02,0.07,-0.05,-71.4286,AMZN
3/31/2017,4/27/2017,0.07,0.05,0.02,40,AMZN
12/31/2016,2/2/2017,0.08,0.07,0.01,14.2857,AMZN
9/30/2016,10/27/2016,0.03,0.04,-0.01,-25,AMZN
6/30/2016,7/28/2016,0.09,0.06,0.03,50,AMZN
3/31/2016,4/28/2016,0.05,0.03,0.02,66.6667,AMZN
12/31/2015,1/28/2016,0.05,0.08,-0.03,-37.5,AMZN
9/30/2015,10/22/2015,0.01,-0.01,0.02,200,AMZN
6/30/2015,7/23/2015,0.01,-0.01,0.02,200,AMZN
3/31/2015,4/23/2015,-0.01,-0.01,0,0,AMZN
12/31/2014,1/29/2015,0.02,0.01,0.01,100,AMZN
9/30/2014,10/23/2014,-0.05,-0.04,-0.01,-25,AMZN
6/30/2014,7/24/2014,-0.01,-0.01,0,0,AMZN
3/31/2014,4/24/2014,0.01,0.01,0,0,AMZN
12/31/2013,1/30/2014,0.03,0.03,0,0,AMZN
9/30/2013,10/24/2013,-0.09,-0.09,0,0,AMZN
6/30/2013,7/25/2013,-0.02,0.05,-0.07,-140,AMZN
3/31/2013,4/25/2013,0.01,0.08,-0.07,-87.5,AMZN
12/31/2012,1/29/2013,0.01,0.01,0,0,AMZN
9/30/2012,10/25/2012,-0.01,-0.08,0.07,87.5,AMZN
6/30/2012,7/26/2012,0.01,0.02,-0.01,-50,AMZN
3/31/2012,4/26/2012,0.01,0.07,-0.06,-85.7143,AMZN
12/31/2011,1/31/2012,0.02,0.01,0.01,100,AMZN
9/30/2011,10/25/2011,0.01,0.01,0,0,AMZN
6/30/2011,7/26/2011,0.02,0.02,0,0,AMZN
3/31/2011,4/26/2011,0.02,0.03,-0.01,-33.3333,AMZN
12/31/2010,1/27/2011,0.05,0.04,0.01,25,AMZN
9/30/2010,10/21/2010,0.03,0.02,0.01,50,AMZN
6/30/2010,7/22/2010,0.02,0.03,-0.01,-33.3333,AMZN
3/31/2010,4/22/2010,0.03,0.03,0,0,AMZN
12/31/2009,1/28/2010,0.04,0.04,0,0,AMZN
9/30/2009,10/22/2009,0.02,0.02,0,0,AMZN
6/30/2009,7/23/2009,0.02,0.02,0,0,AMZN
3/31/2009,4/23/2009,0.02,0.02,0,0,AMZN
12/31/2008,1/29/2009,0.03,0.02,0.01,50,AMZN
